"project_id","project_root","relative_path","bytes","last_write_utc","sha256"
"model_error_decomposition","C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01","results\figures\07_candidate_top1_flip_matrix.png","120073","2026-07-15T08:01:46.9703747Z","f776883264c11bebc2f07b3ae7095934d438140bb7b4641ee4cea73b118b54f7"
"model_error_decomposition","C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01","results\figures\08_candidate_mode_flip_matrix.png","120486","2026-07-15T08:01:46.9713888Z","f585dc167c5ffe1d78f5212327ca32519d58df56212831e0879d28c76c5ff74a"
"model_error_decomposition","C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01","results\figures\09_residual_vs_delta_F.png","127756","2026-07-15T08:01:46.9723952Z","8deb47ee6c21d96eca1d7a2727d3b048bd55cf774c434d4d1e634d85f257bcb5"
"model_error_decomposition","C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01","results\figures\10_residual_vs_alpha_error.png","82947","2026-07-15T08:01:46.9733977Z","5997450210d1b5a5e5af6f6eb6ed14713f53bf7e34013cb0c9f6e7f380d776ac"
"model_error_decomposition","C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01","results\figures\11_residual_vs_state.png","92309","2026-07-15T08:01:46.9744730Z","684207738c3b78a22fa8c6d8f525c80d72b55d2f7730da17980a32bb8cf7f2d2"
"model_error_decomposition","C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01","results\figures\12_residual_spectrum.png","72426","2026-07-15T08:01:46.9744730Z","35f46152ac57faaa1c531a0d38d8b1cffa5a3dbce9b08c018b0fc794a3451331"
"model_error_decomposition","C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01","results\figures\13_S2_residual_comparison.png","36610","2026-07-15T08:01:46.9759478Z","939ddf3d328e3d9db7562c839fcb7da3eaf2c155c078e0057aaf7b1782715fd8"
"model_error_decomposition","C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01","results\figures\14_parameter_over_under_asymmetry.png","38775","2026-07-15T08:01:46.9759478Z","0da686f62f5f24e85b94734dfc5f280dd85bb3a1af3f3f4e178761d79cfa6bff"
"model_error_decomposition","C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01","results\figures\15_case_error_source_share.png","92986","2026-07-15T08:01:46.9769542Z","bf707d3474a933776f29fa3f2a3d6a4aa4c5a6479bb7acf18a25d667cfa58c6f"
"model_error_decomposition","C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01","results\figures\figure_manifest.csv","604","2026-07-15T08:01:46.9779607Z","f27f2843aaee5ae2166310979dd3b37b5b69116b51fe737c298b56bb410943bb"
"model_error_decomposition","C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01","results\raw\mat\B01_500rpm_20A_48V_fast_model_error.mat","615224","2026-07-15T08:01:46.9936048Z","bc6f18113aa9f3090e406ec540c7bcb9e17574cf616282920e0ac8d03560d8d8"
"model_error_decomposition","C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01","results\raw\mat\B02_500rpm_negid_48V_model_error.mat","2070208","2026-07-15T08:01:47.0011533Z","4d5e086f7836c3bd02211ec476a13092aba8e2878c521e9eb505ae888c7a9d9a"
"model_error_decomposition","C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01","results\raw\mat\C01_nominal_100rpm_10A_model_error.mat","3968982","2026-07-15T08:01:47.0153646Z","571defbddb8b3eaa766092a59c8576b71628aae1472221f3fbe5fcba3a2427ce"
"model_error_decomposition","C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01","results\raw\mat\C02_light_100rpm_4A_model_error.mat","3931308","2026-07-15T08:01:47.0307117Z","3a97749d80b2bca664d41d91508f13be2663f220d7a9f911dbc3ce08d20e6e10"
"model_error_decomposition","C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01","results\raw\mat\C03_light_200rpm_6A_model_error.mat","4008984","2026-07-15T08:01:47.0449852Z","11bc9f81b9df0ecbf5426db05f8babf458b85b68ec7bba5fa1089f499949c8fe"
"model_error_decomposition","C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01","results\raw\mat\C04_high_200rpm_18A_model_error.mat","4057017","2026-07-15T08:01:47.0616160Z","88bf49bc01a5d9a69362ace12187e0c96c78e3089b37fc1adf2bf1b159d1e989"
"model_error_decomposition","C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01","results\raw\mat\C05_negative_id_model_error.mat","4134611","2026-07-15T08:01:47.0776612Z","38d702d892de44b16de7ef69dbeb9b43b7432d400c57c63bf0b56f4c911b93c1"
"model_error_decomposition","C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01","results\raw\mat\C06_low_bus_43p2V_model_error.mat","4168336","2026-07-15T08:01:47.0955004Z","294340344dd2fb711dc8d766052058a4e70792e215e3d5891cf142d293b5c0ac"
"model_error_decomposition","C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01","results\raw\mat\C07_known_false_safe_model_error.mat","800611","2026-07-15T08:01:47.0979960Z","f196845b716e33745a9b089971249f8facdcfd09d2a0cf7e5037d255c442e46c"
"model_error_decomposition","C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01","results\raw\mat\C08_S2_nontrigger_model_error.mat","3966976","2026-07-15T08:01:47.1199780Z","1408f9222ccb5159a656b39194761f64c028a911637ca3917f02c0ecdf74f81d"
"model_error_decomposition","C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01","results\raw\mat\C09_S2_boundary_model_error.mat","4139433","2026-07-15T08:01:47.1358060Z","9cf59e0604f5f3a9bf950892bb1b075c75651be2f43dbaf2d61524b4985c1609"
"model_error_decomposition","C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01","results\raw\mat\combined_model_error_data.mat","27217758","2026-07-15T08:01:47.4797057Z","9201cf4b715a91c92976c1d69058d6c424a66ea891651a41e7020c24e65a404f"
"model_error_decomposition","C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01","results\raw\mat\D01_iq_step_model_error.mat","2120235","2026-07-15T08:01:47.1401464Z","006c5be136b3cffe31b825fc8dc167e98fae9e2b5b727fc23094525f2db9a524"
"model_error_decomposition","C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01","results\raw\mat\D02_id_step_model_error.mat","4056468","2026-07-15T08:01:47.1554084Z","771414bd3e1b449ed5958071a9fc26021f904d6ec5e35622b9adbcff3617227e"
"model_error_decomposition","C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01","results\raw\mat\D03_id_iq_step_model_error.mat","4135719","2026-07-15T08:01:47.1653482Z","de60703106b198e46bdcea4fd15023250f6f956a43e6c30339287995e6cdab74"
